first_name,middle_initial,last_name,animal,material,country
Egbert,B,Aspinal,Blue wildebeest,Granite,Myanmar
Kristoforo,T,Emslie,"Anteater, giant",Vinyl,Argentina
Truda,C,Hunte,Blue-breasted cordon bleu,Aluminum,Peru
Ave,Z,Conkling,Ringtail,Glass,Finland
Kyle,U,Foldes,Black-tailed tree creeper,Rubber,Tanzania
Carmen,T,Titley,"Stilt, black-winged",Granite,Poland
Vanni,K,Gunny,"Pie, indian tree",Steel,Indonesia
Alexine,O,Busch,"Snake, eastern indigo",Steel,China
Gerhardt,Z,Ormistone,Brazilian otter,Plastic,China
Anastassia,X,Isaaksohn,Osprey,Brass,Iraq
Cleavland,A,Gwilliams,Turkey vulture,Aluminum,Portugal
Francesco,W,Van de Castele,Barrows goldeneye,Brass,Philippines
Shaylynn,P,Attock,Common ringtail,Plastic,North Korea
Kilian,H,Jozwik,Civet (unidentified),Glass,China
Broderic,S,Gunn,"Crow, house",Rubber,Indonesia
Lenci,S,Herreran,Topi,Aluminum,France
Dame,C,Guiel,"Roller, lilac-breasted",Wood,Namibia
Kial,N,Pescod,"Stork, greater adjutant",Wood,Paraguay
Edith,A,Sheldon,Yellow-brown sungazer,Plexiglass,Brazil
Nikolas,Y,Minette,"Wolf, mexican",Brass,Afghanistan
Zachary,O,Sanday,Two-banded monitor,Rubber,Indonesia
Claudine,B,Landreth,Amazon parrot (unidentified),Plastic,Poland
Deidre,M,Lockley,Buttermilk snake,Granite,Poland
Remington,Q,Abrehart,Field flicker,Granite,Indonesia
Rutherford,T,Camden,Indian leopard,Rubber,Poland
Sheeree,D,Bendik,Jungle cat,Brass,Brazil
Pinchas,V,Crier,Cape Barren goose,Steel,China
Giovanni,B,Whitty,Large cormorant,Rubber,Japan
Hartwell,K,Dast,Meerkat,Plexiglass,China
Zorana,Q,Elkins,Miner's cat,Vinyl,Czech Republic
Linn,G,Spurriar,"Hawk, galapagos",Glass,Kenya
Ted,Z,Brager,"Monkey, vervet",Plastic,United States
Jeanne,T,Harrington,"Sheep, american bighorn",Brass,Chile
Kaiser,F,Fronek,Long-tailed spotted cat,Vinyl,Peru
Mellie,H,Doag,American black bear,Brass,China
Adeline,T,Hodgin,Wild boar,Wood,Peru
Emelia,S,Lynnett,Buttermilk snake,Plexiglass,Indonesia
Inger,D,Moutray Read,Southern right whale,Plexiglass,China
Caz,Y,Tindley,"Goat, mountain",Brass,China
Aurilia,Q,Torns,Caracal,Wood,Brazil
Harvey,C,Celes,"Owl, madagascar hawk",Rubber,Peru
Godart,Y,Matskevich,Toddy cat,Aluminum,Indonesia
Davine,V,Golden,Southern hairy-nosed wombat,Wood,Brazil
Hobey,J,Merkle,Bengal vulture,Aluminum,Mexico
Darcey,F,Sparshott,"Kangaroo, western grey",Granite,China
Maitilde,E,Learoyde,Magistrate black colobus,Steel,Macedonia
Trueman,N,Freemantle,"Crane, black-crowned",Steel,Portugal
Alwyn,B,Ommundsen,"Stork, openbill",Plastic,Vietnam
Justinn,A,Naulty,"Phalarope, grey",Granite,China
Raphael,P,Salzberg,"Dove, laughing",Steel,Russia
Britt,G,Farny,"Badger, american",Wood,China
Tabbie,J,Shillinglaw,"Weaver, sociable",Granite,Myanmar
Kirk,D,Faircloth,"Pelican, brown",Brass,Pakistan
Brita,W,Schnieder,Snow goose,Brass,China
Clea,Z,Corston,Roseat flamingo,Rubber,Western Sahara
Otha,R,Footer,Spectacled caiman,Vinyl,Russia
Fayette,E,Dawidman,Knob-nosed goose,Plexiglass,Indonesia
Torrence,D,Spollen,Large cormorant,Rubber,China
Bowie,P,Cable,White-rumped vulture,Vinyl,Philippines
Florinda,J,Peteri,Netted rock dragon,Glass,China
Bevan,J,Gloy,"Booby, blue-footed",Plexiglass,Brazil
Amelina,A,Brodest,Sandhill crane,Steel,Pakistan
Ursuline,K,Easterling,"Magpie, australian",Stone,Portugal
Clayborn,U,Klesel,"Boa, columbian rainbow",Stone,Russia
Ted,P,Salter,Guerza,Aluminum,Myanmar
Leupold,B,Pellissier,"Dove, rock",Glass,China
Rafaellle,V,Durram,Common nighthawk,Stone,Ukraine
Flory,K,Pittel,African wild cat,Aluminum,Russia
Hieronymus,Z,Gerald,Long-tailed spotted cat,Vinyl,Thailand
Colette,E,Lilion,Downy woodpecker,Rubber,Russia
Cynde,K,Gudgion,"Cow, scottish highland",Steel,Bosnia and Herzegovina
Aksel,Z,Bettam,"Possum, ring-tailed",Brass,Philippines
Ynes,X,Chesnay,European stork,Wood,Indonesia
Karolina,I,Wylie,Long-necked turtle,Aluminum,Iran
Ansell,Z,Klauer,"Cat, miner's",Brass,Iran
Sherye,A,Stainbridge,African skink,Glass,Vietnam
Sharlene,A,Cowoppe,"Dove, emerald-spotted wood",Brass,Philippines
Colan,G,Klemz,Crested porcupine,Brass,China
Jelene,V,Snar,"Waxbill, blue",Aluminum,Indonesia
Anselm,S,Murrigan,Cereopsis goose,Granite,Indonesia
Stu,X,Beere,"Weaver, sociable",Brass,Indonesia
Elfrida,V,Melmar,Small-clawed otter,Plastic,Indonesia
Levin,Y,Nimmo,"Bird, secretary",Glass,Brazil
Bryon,G,McCullagh,"Ibis, glossy",Aluminum,China
Bernelle,V,Blackwood,"Stork, european",Vinyl,Indonesia
Kerrin,G,Luety,Ring dove,Glass,Argentina
Lynelle,W,Mallinson,Australian sea lion,Aluminum,Tanzania
Bondon,H,Brotherwood,"Bunting, crested",Brass,Palestinian Territory
Linc,Y,Marshalleck,Crested screamer,Vinyl,Philippines
Aila,K,Esome,Cattle egret,Granite,United States
Sandor,N,Manford,Black-backed magpie,Aluminum,Argentina
Zane,P,Kilsby,"Puffin, horned",Granite,United States
Pammi,I,MacAndrew,"Woodcock, american",Glass,Brazil
Hyacinthia,J,Fandrich,African snake (unidentified),Brass,China
Hedwiga,Y,Pennock,Chuckwalla,Aluminum,China
Cathrine,Q,Darrington,"Phalarope, grey",Wood,Kenya
Susan,N,Fearnsides,Javan gold-spotted mongoose,Wood,China
Auroora,L,Bootton,Canadian tiger swallowtail butterfly,Wood,France
Vania,V,Moynihan,"Pelican, eastern white",Plastic,Philippines
Dorian,E,Ikins,Peregrine falcon,Stone,Thailand
Eduard,H,Zamboniari,"Sloth, pale-throated three-toed",Vinyl,China
Marla,L,Arrighetti,White-browed sparrow weaver,Plexiglass,Indonesia
Nobe,L,McFall,Lappet-faced vulture,Plexiglass,China
Shea,C,Fazackerley,"Lemur, ring-tailed",Plastic,Portugal
Ricca,O,Cupitt,Ground monitor (unidentified),Plastic,Poland
Chloris,W,Curtois,House crow,Glass,Honduras
Christophe,S,Cheel,Brown hyena,Plastic,Philippines
Foss,Q,Soff,Black kite,Vinyl,Indonesia
Gilbertina,B,Melanaphy,Eurasian hoopoe,Granite,Mexico
Rafaela,J,Elegood,"Bear, sloth",Stone,Saudi Arabia
Fianna,C,Pickavant,"Brocket, brown",Granite,Ukraine
Roma,H,Pochin,Common zebra,Rubber,United States
Saree,Q,Pumphreys,Lava gull,Wood,Russia
Carlina,H,Askham,Ring-tailed possum,Rubber,Philippines
Guillermo,Q,Boik,Long-billed corella,Aluminum,Cyprus
Curtis,J,Becarra,Guerza,Granite,China
Irvin,W,Goodson,"Badger, honey",Steel,China
Chan,Z,Seint,"Toucan, red-billed",Brass,Spain
Hyacinth,G,Dominka,Land iguana,Wood,Palestinian Territory
Liesa,Y,Coyte,Grant's gazelle,Plexiglass,Indonesia
Twila,R,Vickar,"Flicker, field",Wood,Russia
Edith,T,Fonzo,"Wolf, mexican",Steel,China
Alysia,S,Crisall,"Barbet, black-collared",Stone,China
Brandy,U,Elston,Serval,Wood,China
Timmi,W,Candlish,Huron,Glass,Croatia
Jarret,N,Ricioppo,Beisa oryx,Aluminum,Italy
Lisabeth,Y,Mein,"Fox, north american red",Brass,Portugal
Dewain,M,Boyett,Palm squirrel,Wood,Brazil
Michele,R,Ambrus,Kaffir cat,Brass,Portugal
Gayla,N,Vice,"Cat, african wild",Glass,Zimbabwe
Kennan,Y,Hannay,Defassa waterbuck,Rubber,Russia
Zonnya,M,Andri,Weeper capuchin,Aluminum,Palestinian Territory
Willdon,T,De Bruijn,"Skunk, striped",Plexiglass,Brazil
Karol,C,Hyndley,Woylie,Plexiglass,Mexico
Orel,J,Erbe,Royal tern,Aluminum,Czech Republic
Jessi,U,Feechan,"Duck, comb",Plexiglass,Syria
Marlane,T,Fromont,"Pheasant, ring-necked",Wood,United States
Mirella,O,Woller,"Macaw, blue and gold",Glass,Brazil
Ervin,D,Featherstonhaugh,"Trotter, lily",Glass,Kazakhstan
Vikki,U,MacKnockiter,"Turaco, violet-crested",Vinyl,China
Wheeler,I,Rubanenko,Tiger cat,Steel,Philippines
Nita,G,Castelijn,Native cat,Steel,Philippines
Rafi,B,Kitchingman,Thomson's gazelle,Granite,Sweden
Neil,G,O'Growgane,"Bustard, kori",Brass,Russia
Bobbe,K,Shimwall,"Snake, buttermilk",Aluminum,China
Chicky,M,Chang,"Waxbill, blue",Glass,Netherlands
Appolonia,V,Baxstair,"Vulture, white-rumped",Plastic,China
Krista,G,Dehmel,"Caiman, spectacled",Granite,Ukraine
Ferd,J,Champniss,"Raven, cape",Plastic,Vietnam
Hattie,S,Buzza,"Crane, sandhill",Plastic,China
Gallagher,H,Orsay,Pied crow,Rubber,China
Carrissa,Z,Pellew,Small-toothed palm civet,Vinyl,France
Abby,I,Kerrod,Ringtail cat,Rubber,China
Chelsea,S,Assante,Blue catfish,Plexiglass,Peru
Zoe,A,Pohls,Polar bear,Stone,Pakistan
Urbano,X,Bottby,White-headed vulture,Vinyl,Philippines
Julie,Y,Behnecken,Ant (unidentified),Vinyl,Brazil
Burty,F,Armand,Genoveva,Brass,Philippines
Alejoa,I,Grzegorczyk,"Cormorant, pied",Aluminum,Brazil
Hillyer,S,Carless,"Hedgehog, south african",Steel,Faroe Islands
Kliment,U,McKeney,"Monitor, two-banded",Wood,Czech Republic
Maxie,Y,Denisyuk,"Sandpiper, spotted wood",Aluminum,China
Leontine,C,Garmans,Sloth bear,Stone,Portugal
Fanya,R,Mudie,Rufous tree pie,Glass,Colombia
Samuele,E,Cran,"Beaver, north american",Glass,Philippines
Percy,E,Wittrington,"Bee-eater, white-fronted",Brass,Mongolia
Rafaello,Z,Conew,"Goose, cape barren",Steel,Zimbabwe
Bucky,C,Dunkersley,"Fox, crab-eating",Vinyl,Russia
Marcy,N,MacGinley,"Owl, australian masked",Wood,Ecuador
Breanne,S,Artinstall,Southern lapwing,Granite,Ecuador
Gualterio,T,Woodman,Kaffir cat,Rubber,Dominican Republic
Karrah,M,Houseman,"Heron, black-crowned night",Brass,Madagascar
Edeline,Q,Ferns,Greater blue-eared starling,Glass,China
Abie,H,Crabbe,"Tinamou, elegant crested",Steel,Latvia
Tiffie,C,Ellin,Prehensile-tailed porcupine,Granite,Ghana
Alford,U,Parcell,Russian dragonfly,Stone,Peru
Concettina,M,Jolliss,"Plover, blacksmith",Granite,Sweden
Pietra,S,Bourtoumieux,Indian red admiral,Glass,Croatia
Dianne,B,Cloutt,Sage hen,Steel,Czech Republic
Blaire,X,Burnsides,"Owl, snowy",Granite,Benin
Luke,C,Skill,"Boa, malagasy ground",Steel,Democratic Republic of the Congo
Dalis,X,Sandy,"Pheasant, common",Plexiglass,Sweden
Gigi,U,Ellif,White-cheeked pintail,Granite,Paraguay
Gerome,V,Polglaze,"Porcupine, crested",Aluminum,Brazil
Bay,N,Braiden,Eurasian beaver,Plastic,Russia
Francesco,Q,Ashforth,"Lemur, lesser mouse",Vinyl,Netherlands
Laurice,N,McMeanma,"Pelican, great white",Stone,Indonesia
Emyle,P,Gullan,Roan antelope,Plexiglass,Indonesia
Laird,Z,Bootell,Bush dog,Glass,Portugal
Valdemar,A,Dutson,Gerbil (unidentified),Stone,China
Micki,S,Vittery,Ringtail,Rubber,El Salvador
Fidel,J,Pasby,Anaconda (unidentified),Plastic,China
Al,U,Waudby,Little heron,Wood,Myanmar
Kimball,H,Bernardo,Komodo dragon,Stone,China
Effie,L,Minchi,"Deer, red",Aluminum,Colombia
Tessy,P,Bonehill,Common zebra,Wood,China
Celene,C,Paffett,African ground squirrel (unidentified),Granite,Poland
Anne-marie,X,Delhanty,"Dove, little brown",Steel,United States
Joycelin,R,Fearnyough,Black-cheeked waxbill,Stone,Portugal
Caroline,E,Leathart,"Badger, eurasian",Stone,Nigeria
Freemon,D,Lewtey,"Cow, scottish highland",Glass,Pakistan
Emilee,G,Tommei,Grison,Plastic,France
Kirsti,U,Rafe,"Cockatoo, red-tailed",Plastic,Kazakhstan
Chet,E,Lanegran,Green heron,Stone,South Sudan
Bessie,H,Jemison,"Lion, steller sea",Granite,China
Lisle,F,Liddle,African elephant,Granite,Brazil
Lanny,S,Dykins,Fat-tailed dunnart,Steel,Philippines
Susi,C,Lyttle,Crown of thorns starfish,Rubber,China
Darell,O,Worge,Swamp deer,Aluminum,China
Burt,L,Donhardt,"Possum, golden brush-tailed",Glass,China
Waylan,E,Lemery,"Deer, roe",Wood,China
Maxim,D,Woosnam,"Lizard, frilled",Plastic,Somalia
Aylmer,V,Wennam,"Civet, common palm",Brass,South Africa
Sadie,C,Leblanc,Large-eared bushbaby,Steel,China
Weston,R,Willoughby,Pocket gopher (unidentified),Vinyl,Russia
Korella,X,Astlett,"Squirrel, eastern fox",Plastic,Sierra Leone
Rudolfo,C,Verny,"Lion, asian",Plastic,Peru
Pace,Z,Kembrey,"Otter, african clawless",Stone,Belarus
Frank,J,Royston,"Cat, kaffir",Plexiglass,Ireland
Toinette,J,Holsey,Long-tailed skua,Granite,Ghana
Joycelin,A,Lockhurst,"Siskin, yellow-rumped",Aluminum,Sweden
Sher,I,Cassin,"Kangaroo, black-faced",Rubber,Venezuela
Kathlin,R,Danzig,"Wallaby, river",Brass,China
Mahalia,F,Lynett,"Gazer, sun",Brass,China
Dulciana,S,Ference,"Bee-eater, carmine",Brass,New Zealand
Annissa,N,Kenforth,White-throated robin,Plastic,Bosnia and Herzegovina
Wini,J,Cartlidge,"Gull, lava",Plexiglass,Russia
Erda,Q,Bewley,"Coot, red-knobbed",Steel,Indonesia
Piotr,R,Tyzack,Numbat,Rubber,Philippines
Dilan,P,Sweedy,Sidewinder,Aluminum,Netherlands
Haze,E,Hofner,"Eagle, golden",Vinyl,Ukraine
Brice,Q,Habergham,"Gull, kelp",Wood,Canada
Shayne,I,Codman,Red-legged pademelon,Plexiglass,Indonesia
Ninetta,A,Martusewicz,"Duck, mountain",Wood,Indonesia
Karmen,C,Borris,"Iguana, land",Steel,China
Maressa,E,Hanscomb,"Bear, black",Granite,Argentina
Sean,Y,Cornelissen,White-bellied sea eagle,Rubber,Croatia
Ninette,I,Celle,Nile crocodile,Steel,Iran
Brennan,E,McAlpin,Field flicker,Stone,China
Noemi,A,Shewery,Great skua,Brass,Sweden
Malissia,F,Glossop,"Tortoise, burmese brown mountain",Brass,Mexico
Arly,A,Jacobssen,"Plover, blacksmith",Aluminum,Canada
Kikelia,R,Brodhead,"Lizard, frilled",Wood,China
Caria,N,Hinemoor,European wild cat,Plexiglass,Kazakhstan
Mallory,W,Peace,Sulfur-crested cockatoo,Glass,China
Jasper,W,Bazely,Little cormorant,Plexiglass,Mexico
Aguie,B,Grafom,Suricate,Wood,Indonesia
Breanne,G,Gehring,"Waxbill, blue",Plastic,China
Marylynne,L,Hinsche,Great cormorant,Plastic,Indonesia
Doroteya,R,Habbes,Southern lapwing,Wood,Hungary
Halsy,H,Dubarry,"Skimmer, four-spotted",Glass,Indonesia
Ber,R,Pardon,Lily trotter,Plexiglass,Sweden
Sergei,B,Ransbury,"Whale, southern right",Vinyl,Poland
Adan,T,Yeabsley,"Porcupine, north american",Rubber,China
Tarrance,B,Ridulfo,Gaur,Plexiglass,Greece
Clayson,V,Capoun,Bush dog,Plastic,China
Deirdre,Q,Murkin,"Leopard, indian",Aluminum,Philippines
Mead,I,Klimecki,"Otter, brazilian",Brass,Ecuador
Benedicto,E,Bruffell,Mexican boa,Aluminum,Indonesia
Ichabod,S,Walhedd,"Cardinal, red-capped",Plexiglass,Sweden
Harrietta,X,Ryley,"Gull, lava",Rubber,Russia
Allx,J,Turnell,Wild boar,Vinyl,China
Nicola,J,Dudley,Yellow baboon,Stone,Indonesia
Danit,D,Cohan,"Screamer, crested",Plastic,Indonesia
Marika,G,Boast,Miner's cat,Plastic,China
Brenn,V,Rembrandt,Tawny frogmouth,Brass,Spain
Chickie,T,Housen,"Porcupine, indian",Vinyl,Poland
Maxy,R,Limprecht,"Wallaby, river",Steel,Russia
Greggory,T,Vosse,Cook's tree boa,Stone,United States
Dalston,U,Duncklee,"Cockatoo, sulfur-crested",Wood,Philippines
Devondra,N,Goakes,Emerald green tree boa,Granite,Afghanistan
Henrietta,B,Stokell,"Legaan, ground",Rubber,Brazil
Ulrike,U,Marwick,Western grey kangaroo,Rubber,Tanzania
Winifield,G,Absolon,Bontebok,Steel,Syria
Daryl,E,Petrelli,American buffalo,Aluminum,China
Shelly,V,Fidock,"Glider, sugar",Glass,Iraq
Jerri,Y,Fibbens,Eastern cottontail rabbit,Granite,Vietnam
Sawyer,O,Vasilchenko,"Flicker, field",Brass,Philippines
Ofella,H,Townby,Little grebe,Granite,Indonesia
Charisse,Z,Hazelgrove,"Pelican, eastern white",Plastic,Indonesia
Sibylla,L,Claridge,Giant armadillo,Granite,Indonesia
Humphrey,A,Morstatt,Chameleon (unidentified),Steel,Greece
Luciana,I,Ropkins,"Lion, australian sea",Granite,Malaysia
Filbert,E,Tierney,Argalis,Plastic,Serbia
Nickey,H,Comoletti,"Seal, southern elephant",Brass,Portugal
Harald,Z,Flack,Harbor seal,Plastic,Syria
Danny,H,Perkins,"Crane, wattled",Stone,Norway
Miner,G,Croix,"Possum, western pygmy",Granite,Argentina
Melvin,V,Tissiman,Asian false vampire bat,Plexiglass,China
Vitia,M,Fields,Malay squirrel (unidentified),Granite,China
Pepillo,J,Cheetham,Arctic tern,Glass,Greece
Maggy,O,Munslow,"Tern, white-winged",Granite,Indonesia
Marquita,G,Purcell,Frog (unidentified),Steel,China
Esmaria,Z,Messum,Blacksmith plover,Aluminum,China
Brander,J,McFetrich,"Racer, american",Plexiglass,United States
Terry,N,Senter,Aardwolf,Plastic,Philippines
Christi,B,Farenden,"Dragonfly, russian",Brass,Faroe Islands
Horace,L,Teall,Desert tortoise,Aluminum,Philippines
Alli,T,McCarrison,Manatee,Glass,Philippines
Ronnica,P,Chitson,White-winged tern,Vinyl,China
Burk,N,Travis,"Fox, crab-eating",Steel,Dominican Republic
Cristiano,H,Sabater,African porcupine,Steel,Tanzania
Clemmy,K,Foggarty,Field flicker,Rubber,France
Gui,Q,Phorsby,Puku,Aluminum,China
Anet,G,Windle,Red-knobbed coot,Plastic,Afghanistan
Raoul,D,Yarnley,Gaur,Wood,Portugal
Jourdain,M,Haymes,"Woodcock, american",Stone,Bosnia and Herzegovina
Ronda,J,Rishworth,Stanley bustard,Rubber,Indonesia
Christal,U,Maddams,"Skunk, western spotted",Wood,Czech Republic
Yuri,H,Sperry,Burrowing owl,Rubber,Palau
Herb,U,Schulkins,"Cow, scottish highland",Rubber,United States
Lisle,G,Brounsell,"Cat, civet",Plexiglass,Portugal
Adelina,N,Gummoe,"Bunting, crested",Stone,United States
Kendra,P,Gallichan,Ringtail cat,Plexiglass,Poland
Kimbra,Q,Szymon,Least chipmunk,Vinyl,Japan
Anton,S,Scay,Yellow-brown sungazer,Vinyl,China
Izak,K,Tidbald,African porcupine,Vinyl,Egypt
Wren,P,Madner,"Fox, arctic",Plexiglass,China
Lou,X,Boulder,Water legaan,Rubber,China
Goraud,P,Kenworth,"Reedbuck, bohor",Brass,China
Hanna,W,Beames,Mudskipper (unidentified),Brass,Iraq
Hayward,U,Denyakin,Cape fox,Granite,Canada
Moore,T,Ottosen,Pallas's fish eagle,Rubber,Brazil
Lexis,B,Gareisr,"Owl, great horned",Brass,Russia
Becky,A,Switsur,"Toucan, white-throated",Steel,China
Andris,E,Grealey,Blue fox,Steel,Peru
Archie,G,Compston,Asian water dragon,Wood,Kuwait
Erick,G,Unstead,"Sandgrouse, yellow-throated",Wood,Netherlands
Elroy,X,Frankel,"Dove, laughing",Stone,Thailand
Frederick,S,Kingshott,Blue-faced booby,Stone,Portugal
Max,K,Colquete,"Baboon, gelada",Brass,France
Ninnette,U,Cadany,"Stilt, black-winged",Stone,Ireland
Mickey,M,Greiser,"Turtle, snake-necked",Rubber,China
Leif,Z,Wolfers,"Moorhen, purple",Glass,Philippines
Pam,X,Midson,Short-nosed bandicoot,Wood,Germany
Yorke,W,Da Costa,Egyptian vulture,Plexiglass,Ukraine
Kassie,J,Waterdrinker,Southern screamer,Stone,China
Sinclare,A,Eringey,Emu,Steel,Iran
Anthia,L,Peirone,Prehensile-tailed porcupine,Vinyl,Nigeria
Angele,M,Brearley,"Gull, southern black-backed",Plexiglass,Poland
Regen,P,Saxelby,Malleefowl,Steel,China
Ree,O,Strettle,"Grouse, sage",Granite,Canada
Adolph,T,Quan,American badger,Glass,China
Demetri,D,Thorald,"Sandgrouse, yellow-throated",Brass,Cameroon
Ruttger,V,Le Marchand,Huron,Vinyl,Poland
Minda,G,Yakobowitch,"Squirrel, palm",Glass,Czech Republic
Corney,G,Dennis,"Jackrabbit, white-tailed",Rubber,France
Shayna,J,MacBean,"Tortoise, radiated",Stone,Honduras
Abby,H,Fairlaw,"Hare, arctic",Aluminum,Uruguay
Sampson,N,Feast,"Nighthawk, common",Plastic,Botswana
Georgina,W,Conechie,Red and blue macaw,Granite,China
Opalina,J,Stubbes,Emerald-spotted wood dove,Stone,Russia
Haslett,V,Jiroutka,Pale white-eye,Stone,Japan
Vachel,W,Straw,"Alligator, american",Plastic,Madagascar
Salomon,W,Ort,"Egret, snowy",Vinyl,Canada
Caprice,N,Crumbie,"Wallaby, tammar",Plexiglass,Guatemala
Briano,A,MacCostigan,Black-backed jackal,Glass,Philippines
Tommy,E,Fryman,Brown capuchin,Glass,Indonesia
Fredericka,K,Joontjes,"Ibis, puna",Vinyl,Indonesia
Vance,B,Zmitruk,"Finch, common melba",Brass,Portugal
Elianore,O,Phethean,Lesser double-collared sunbird,Stone,China
Karel,R,Pickaver,"Kangaroo, eastern grey",Plexiglass,Indonesia
Franni,B,Bridle,"Turkey, australian brush",Stone,Honduras
Margot,G,Gillmor,Indian tree pie,Brass,Russia
Pansy,B,Luty,Rhesus macaque,Vinyl,Czech Republic
Kaela,Y,Tilburn,"Sungazer, yellow-brown",Plexiglass,Greece
Julissa,E,Najara,Pale-throated three-toed sloth,Granite,Cuba
Humfrey,P,Clearie,Miner's cat,Brass,Panama
Selestina,A,Krysiak,"Antechinus, brown",Rubber,Indonesia
Beryle,Q,Briereton,"Squirrel, african bush",Aluminum,Latvia
Devlen,E,Sara,Puku,Granite,Portugal
Rebecca,F,Grainge,Glossy starling (unidentified),Steel,Latvia
Gherardo,P,Drover,Dingo,Glass,Philippines
Keelia,W,Rowsel,Australian magpie,Rubber,China
Tildy,A,Gammet,Caribou,Aluminum,Indonesia
Gabe,R,Jimpson,Greater sage grouse,Brass,China
Deanne,H,Hankey,"Jaeger, long-tailed",Rubber,Greece
Miran,F,Irce,Columbian rainbow boa,Rubber,United States
Gardner,Q,Ilieve,Snake (unidentified),Steel,South Africa
Janith,J,Patters,Timber wolf,Granite,China
Roze,F,Ashworth,"Goose, cereopsis",Granite,Tokelau
Feliks,D,Churchill,"Tortoise, desert",Vinyl,China
Justine,U,Abrashkov,Gray rhea,Steel,Argentina
Tandie,J,Dinsey,Giant otter,Granite,Mongolia
Corrianne,B,Gostyke,Galapagos tortoise,Plexiglass,Thailand
Willa,P,Jillions,Mississippi alligator,Brass,Colombia
Jesse,E,Bickford,Kaffir cat,Vinyl,Brazil
Ruggiero,V,Capron,Blue-tongued skink,Wood,Philippines
Thedric,V,Coppock.,"Lemur, ring-tailed",Aluminum,Iran
Charley,G,Thing,"Hawk, galapagos",Aluminum,Colombia
Royal,I,Girardi,Arctic tern,Granite,China
Valerye,K,Beswick,"Bulbul, black-eyed",Steel,Czech Republic
Marieann,F,Riep,Black-faced kangaroo,Plastic,Netherlands
Geordie,C,Kirlin,Alpaca,Vinyl,Thailand
Maison,I,Mechi,"Ibis, puna",Aluminum,New Zealand
Cornall,G,Bonsall,Black-throated butcher bird,Plexiglass,Argentina
Rogers,Q,Bischop,Oribi,Plastic,Indonesia
Annice,G,Bettridge,Little brown bat,Wood,China
Lucille,E,Jellett,"Cockatoo, slender-billed",Aluminum,China
Onfre,R,Boulsher,Two-toed tree sloth,Brass,New Zealand
Sheilah,B,Keyes,"Crow, pied",Wood,Russia
Alistair,Z,Feitosa,Mourning collared dove,Steel,Croatia
Andres,B,Di Pietro,"Armadillo, common long-nosed",Rubber,Sweden
Yetta,M,Ainsbury,"Goose, cereopsis",Rubber,Belarus
Cesaro,G,Ratke,Paca,Glass,Mexico
Vassily,M,MacDougal,Burchell's gonolek,Wood,Brazil
Camilla,W,Mannin,Black spider monkey,Wood,United States
Ham,Q,Camacho,"Brocket, red",Stone,China
Nicolis,Q,Iannazzi,"Sloth, pale-throated three-toed",Granite,United States
Samaria,P,Marvelley,"Jacana, african",Plastic,Peru
Grissel,R,McLevie,Crested screamer,Steel,Ukraine
Nefen,T,Staples,"Shrew, mandras tree",Aluminum,China
Skylar,P,Giorgielli,"Heron, black-crowned night",Rubber,Colombia
Natalya,Q,Heibel,"Owl, madagascar hawk",Rubber,Brazil
Delcine,E,McComb,"Beaver, european",Vinyl,Indonesia
Jodie,P,Ulster,Two-toed tree sloth,Steel,China
Ann,B,Goncalo,Brown brocket,Plastic,Philippines
Rebecka,H,Castilljo,Black-eyed bulbul,Brass,Japan
Blakelee,G,Emberson,Steller's sea lion,Rubber,Costa Rica
Almire,X,Geffe,Red-necked phalarope,Granite,Sweden
Josh,H,Froom,Swallow (unidentified),Glass,Costa Rica
Kalindi,P,Le Fleming,Asian water buffalo,Brass,Japan
Camile,J,Gillcrist,Cape wild cat,Vinyl,South Africa
Brier,R,Eldred,Common duiker,Aluminum,China
Lib,M,Millbank,Southern white-crowned shrike,Plastic,Indonesia
Gerianne,U,Ranfield,Mexican wolf,Steel,Argentina
Rosanna,W,Jaggar,Gila monster,Granite,Indonesia
Manda,X,Basini-Gazzi,"Gull, dusky",Aluminum,Guatemala
Brett,F,Hanselmann,Pampa gray fox,Stone,Colombia
Lucita,Z,Tafani,American beaver,Rubber,Russia
Anastasia,H,Milsted,"Deer, spotted",Plexiglass,United States
Adelaide,Q,McTerrelly,Water moccasin,Stone,South Africa
Thor,S,Outram,California sea lion,Plastic,Thailand
Nora,O,O'Hartnett,Uinta ground squirrel,Rubber,Yemen
